id_candidata,estado,nivel_revisado,japones,espanol,motivo,vocabulario_y_contextos_previos,ejemplo_mas_proximo
N5:2168,descartada,N5,毎晩机の上のノートで漢字を復習します。,Cada noche repaso los kanji en el cuaderno de la mesa.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""する"": 871, ""ノート"": 36, ""復習"": 18, ""机"": 17, ""毎晩"": 15, ""漢字"": 44}",毎晩ノートを見て、漢字を練習して、少しずつ覚えます。
N5:2169,descartada,N5,あなたも残業しますか。,¿Tú también haces horas extra?,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""あなた"": 7, ""する"": 871, ""残業"": 25}",あなたも映画を見ますか。
N5:2170,descartada,N5,あとで一緒にラーメンを食べませんか。,¿Comemos ramen juntos después?,Lecturas que no coinciden con el texto.,"{""あと"": 23, ""ラーメン"": 5, ""一緒"": 26, ""食べる"": 129}",一緒にご飯を食べませんか。
N5:2171,aceptada,N5,ここにはベンチがありません。,Aquí no hay bancos.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ある"": 381, ""ここ"": 108, ""ベンチ"": 1}",ここにパンがありません。
N5:2172,descartada,N5,山の道は長いですが、景色がとてもきれいです。,"El camino de la montaña es largo, pero el paisaje es muy bonito.",Lectura incorrecta de 景色.,"{""きれい"": 29, ""とても"": 34, ""山"": 37, ""景色"": 9, ""道"": 20, ""長い"": 16}",山は高いです。でも、景色がきれいです。
N5:2173,descartada,N5,この受付は静かです。,Este mostrador está tranquilo.,Lectura incompleta de 受付.,"{""この"": 796, ""受付"": 5, ""静か"": 47}",この店は静かです。
N5:2174,descartada,N5,スマホを充電して、明日使います。,Cargo el móvil y lo usaré mañana.,Lectura incorrecta de 明日.,"{""する"": 871, ""スマホ"": 51, ""使う"": 78, ""充電"": 3, ""明日"": 36}",スマホを充電して使います。
N5:2175,descartada,N5,会場で静かにしてくださいませんか。,¿Podría guardar silencio en el recinto?,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""する"": 871, ""会場"": 5, ""静か"": 47}",図書館では静かにしてください。
N5:2176,descartada,N5,この神社で写真を撮ってもいいですか。,¿Puedo sacar fotos en este santuario?,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""写真"": 73, ""撮る"": 44, ""神社"": 4}",この公園で写真を撮ってもいいですか。
N5:2177,aceptada,N4,ここで歌ってはいけない。,No se puede cantar aquí.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ここ"": 108, ""歌う"": 1}",ここで降りてはいけない。
N5:2178,aceptada,N4,鍵がないから入れない。,No puedo entrar porque no tengo la llave.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ない"": 34, ""入れる"": 18, ""鍵"": 2}",お金がないから、旅行に行かない。
N5:2179,descartada,N5,昨日、カレーを食べた。,Ayer comí curry.,Duplicado semántico y lectura incorrecta de 昨日.,"{""カレー"": 13, ""昨日"": 40, ""食べる"": 129}",昨日カレーを食べました。
N5:2180,descartada,N5,私はこの店で新しいかばんを買いたいです。,Quiero comprar un bolso nuevo en esta tienda.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""かばん"": 41, ""この"": 796, ""店"": 127, ""新しい"": 70, ""私"": 124, ""買う"": 121}",駅の前の店で新しいかばんを買いたいです。
N5:2181,descartada,N5,電車で行きましょうか。,¿Vamos en tren?,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""行く"": 223, ""電車"": 91}",電車でも行きますか。
N5:2182,descartada,N5,今度の旅行に一緒に行きませんか。,¿Te gustaría ir conmigo al próximo viaje?,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""一緒"": 26, ""今度"": 21, ""旅行"": 82, ""行く"": 223}",次の旅行には、是非一緒に行きませんか。
N5:2183,descartada,N5,熱があるときは、走るより歩いたほうがいいです。,"Cuando tienes fiebre, es mejor caminar que correr.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""ある"": 381, ""いい"": 70, ""歩く"": 38, ""熱"": 14, ""走る"": 5}",熱があります。今日は休んだほうがいいです。
N5:2184,descartada,N5,毎晩遅くまで勉強するから、今日は早く寝ます。,"Como estudio hasta tarde cada noche, hoy me acuesto pronto.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""する"": 871, ""今日"": 138, ""勉強"": 111, ""寝る"": 16, ""早い"": 47, ""毎晩"": 15, ""遅い"": 6}",頭が痛いです。ですから、今日は早く帰ります。
N5:2185,descartada,N5,仕事の後で散歩します。,Después del trabajo doy un paseo.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""する"": 871, ""仕事"": 133, ""散歩"": 23}",仕事の後で犬と散歩します。
N5:2186,descartada,N5,まだ彼女と話していません。,Todavía no he hablado con ella.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""まだ"": 85, ""彼女"": 67, ""話す"": 54}",飛行機はまだ着陸していません。
N5:2187,descartada,N5,どのくらい映画を見ますか。,¿Con qué frecuencia ves películas?,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""どの"": 7, ""映画"": 78, ""見る"": 158}",どのくらい運動しますか。
N5:2188,descartada,N5,公園で友だちと鳥を三羽見ました。,Vi tres pájaros con un amigo en el parque.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""公園"": 49, ""友だち"": 126, ""見る"": 158, ""鳥"": 13}",きのう大きい公園で鳥を三羽見ました。
N5:2189,descartada,N5,窓口はどこですか。,¿Dónde está la ventanilla?,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""どこ"": 22, ""窓口"": 29}",生まれはどこですか。
N5:2190,descartada,N5,スマホは机の上にあるから、すぐ使えます。,"Como el móvil está sobre la mesa, puedo usarlo enseguida.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""ある"": 381, ""すぐ"": 33, ""スマホ"": 51, ""使える"": 15, ""机"": 17}",スマホは机の上にあります。
N5:2191,descartada,N5,この町では電車が便利です。,"En esta ciudad, el tren es práctico.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""便利"": 32, ""町"": 54, ""電車"": 91}",この制度は便利です。
N5:2192,descartada,N5,日本の茶道は静かな動きが多いです。,La ceremonia del té japonesa tiene muchos movimientos tranquilos.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""動き"": 3, ""多い"": 24, ""茶道"": 9, ""静か"": 47}",この歌は独特な表現が多いです。
N5:2193,aceptada,N5,ごみを出す？,¿Sacas la basura?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ごみ"": 4, ""出す"": 12}",会議のなかで答えを出します。
N5:2194,descartada,N5,母の家へプレゼントを持って行きます。,Llevo un regalo a casa de mi madre.,Lecturas fuera del orden del texto.,"{""プレゼント"": 5, ""家"": 95, ""持つ"": 14, ""母"": 40}",友だちの家へケーキを持って行きます。
N5:2195,descartada,N5,家でパンは食べません。,No como pan en casa.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""パン"": 28, ""家"": 95, ""食べる"": 129}",家族で食べません。
N5:2196,descartada,N5,この店は安いと有名なので、いつも人が多いです。,"Esta tienda es famosa por ser barata, así que siempre hay mucha gente.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""いつも"": 3, ""この"": 796, ""人"": 73, ""多い"": 24, ""安い"": 52, ""店"": 127, ""有名"": 6}",この店は安いですが、人気の商品が多いです。
N5:2197,descartada,N5,駅から港まで歩きます。,Voy andando de la estación al puerto.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""歩く"": 38, ""港"": 3, ""駅"": 97}",駅から家まで歩きます。
N5:2198,descartada,N5,旅行の荷物の確認をします。,Compruebo el equipaje del viaje.,Lectura incorrecta de 旅行.,"{""する"": 871, ""旅行"": 82, ""確認"": 33, ""荷物"": 11}",息子の荷物を預けます。
N5:2199,descartada,N5,今朝は頭も痛いですか。,¿También te duele la cabeza esta mañana?,Lectura incorrecta de 今朝.,"{""今朝"": 2, ""痛い"": 11, ""頭"": 6}",なぜ頭が痛いですか。
N5:2200,descartada,N5,毎朝電車で勉強するのかと友だちに聞きました。,Le pregunté a un amigo si estudia cada mañana en el tren.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""する"": 871, ""勉強"": 111, ""友だち"": 126, ""毎朝"": 26, ""聞く"": 72, ""電車"": 91}",勉強に関する相談を友だちにしました。
N5:2201,aceptada,N4,事務所に人がいません。,No hay nadie en la oficina.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""いる"": 64, ""事務所"": 2, ""人"": 73}",会場には人がいません。
N5:2202,descartada,N5,やさしい人だから、安心できます。,"Como es una persona amable, me siento tranquilo.",Lectura incorrecta de 安心 y duplicado semántico.,"{""できる"": 81, ""やさしい"": 3, ""人"": 73, ""安心"": 25}",あの人はやさしいから、安心します。
N5:2203,descartada,N5,この公園はにぎやかだ。,Este parque es animado.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""にぎやか"": 3, ""公園"": 49}",この部屋は静かだ。
N5:2204,aceptada,N3,公園の木が揺れて、鳥が鳴いています。,Los árboles del parque se mecen y los pájaros cantan.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""公園"": 49, ""揺れる"": 0, ""木"": 13, ""鳥"": 13, ""鳴く"": 2}",山は静かですが、鳥がよく鳴いています。
N5:2205,descartada,N5,ここで待ってください。,"Espere aquí, por favor.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""ここ"": 108, ""待つ"": 14}",仕事中はここで待ってください。
N5:2206,descartada,N5,このスマホを使ってもいいです。,Puedes usar este móvil.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""スマホ"": 51, ""使う"": 78}",このスマホを使ってもいいですか。
N5:2207,aceptada,N4,ここでゴミを捨ててはいけない。,No se puede tirar basura aquí.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ここ"": 108, ""ゴミ"": 1, ""捨てる"": 3}",ここで降りてはいけない。
N4:2246,descartada,N4,旅行に行く決心をしました。,Tomé la decisión de ir de viaje.,Lectura incorrecta de 旅行 e incompleta de 行く.,"{""する"": 871, ""旅行"": 82, ""決心"": 0, ""行く"": 223}",旅行中に景色を観察しました。
N4:2247,descartada,N4,この町の住人は健康ですか。,¿Los habitantes de este pueblo están sanos?,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""住人"": 0, ""健康"": 22, ""町"": 54}",この町の人は親切です。
N4:2248,descartada,N4,未知のこともみんなで話し合えば、少しずつ分かります。,"Si hablamos entre todos de lo desconocido, poco a poco lo entendemos.",Lecturas fuera del orden del texto.,"{""みんな"": 34, ""分かる"": 50, ""少し"": 143, ""未知"": 0, ""話し合う"": 3}",みんなで協力して障害をこえます。
N4:2249,aceptada,N3,ここは国立の研究所ではありません。,Aquí no es un instituto nacional de investigación.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ある"": 381, ""ここ"": 108, ""国立"": 0, ""研究所"": 0}",これは国防の話ではありません。
N4:2250,aceptada,N1,彼らが共謀していたから、信頼できませんでした。,"Como conspiraban, no pude confiar en ellos.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""する"": 871, ""できる"": 81, ""信頼"": 6, ""共謀"": 0, ""彼ら"": 1}",期待していたのに、会えませんでした。
N4:2251,aceptada,N2,その芸人は本名をまだ明かしていません。,Ese humorista aún no ha revelado su nombre real.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""その"": 117, ""まだ"": 85, ""明かす"": 0, ""本名"": 0, ""芸人"": 0}",その事項はまだ確認していません。
N4:2252,descartada,N4,この雲の写真では、ここで見た景色が本物だとは証明できません。,"Con esta foto de las nubes, no se puede probar que el paisaje visto aquí fuera real.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""ここ"": 108, ""この"": 796, ""できる"": 81, ""写真"": 73, ""景色"": 9, ""本物"": 2, ""見る"": 158, ""証明"": 1, ""雲"": 2}",ここへの侵入はできません。
N4:2253,aceptada,N3,そのツールは無料ですか。,¿Esa herramienta es gratis?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""その"": 117, ""ツール"": 0, ""無料"": 2}",その銅は何ですか。
N4:2254,aceptada,N2,彼は会社で大事な役割を果たします。,Él cumple un papel importante en la empresa.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""会社"": 70, ""大事"": 12, ""役割"": 2, ""彼"": 64, ""果たす"": 0}",会社で料理をします
N4:2255,aceptada,N2,それはニュースではなく、広告コンテンツです。,"Eso no es una noticia, sino contenido publicitario.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""それ"": 73, ""コンテンツ"": 0, ""ニュース"": 12, ""広告"": 1}",ニュースでは、あの橋は古くて危ないそうです。
N4:2256,descartada,N4,この本は面白いですが、著者があとがきで理由を説明しています。,"Este libro es interesante, pero el autor explica el motivo en el posfacio.",Contraste y motivo sin conexión clara con el resto de la oración.,"{""あとがき"": 0, ""この"": 796, ""する"": 871, ""本"": 79, ""理由"": 4, ""著者"": 0, ""説明"": 29, ""面白い"": 9}",この仕事の規模は大きいですが、内容にはとても満足しています。
N4:2257,descartada,N4,この機能がコアです。,Esta función es el núcleo.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""コア"": 0, ""機能"": 6}",この機械は子どもが対象です。
N4:2258,descartada,N2,古い棚を分解して、部屋を広くしました。,Desmonté una estantería vieja y la habitación quedó más amplia.,Lectura incorrecta de 部屋 (ぶや en vez de へや).,"{""する"": 871, ""分解"": 0, ""古い"": 25, ""広い"": 8, ""棚"": 3, ""部屋"": 65}",借りた本を汚してしまいました。
N4:2259,descartada,N4,この機械を置く敷地はもう決まりましたか。,¿Ya se ha decidido el terreno donde colocar esta máquina?,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""もう"": 88, ""敷地"": 0, ""機械"": 9, ""決まる"": 3, ""置く"": 7}",この漫画はもう弟に読まれましたか。
N4:2260,descartada,N4,この店では、居住証明を見せると地域限定の配達料が安くなります。,"En esta tienda, si enseñas un justificante de residencia, el envío de la zona sale más barato.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""なる"": 125, ""地域"": 29, ""安い"": 52, ""居住"": 0, ""店"": 127, ""見せる"": 26, ""証明"": 1, ""配達"": 1, ""限定"": 2}",この祭りを見ると、日本の文化がよく分かります。
N4:2261,descartada,N4,その料金は膨大じゃないよ。,Esa tarifa no es enorme.,Combinación poco natural de 料金 con 膨大.,"{""その"": 117, ""料金"": 10, ""膨大"": 0}",それは間違いじゃないよ。
N4:2262,descartada,N4,荷物を減らしたので、適切な服を一枚だけ持って行きました。,"Como reduje el equipaje, llevé solo una prenda adecuada.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""持つ"": 14, ""服"": 13, ""減らす"": 6, ""荷物"": 11, ""適切"": 0}",入院した祖母に、花と手紙を持って行きました。
N4:2263,descartada,N4,健康目標を遂行するには、無理のない計画が必要です。,"Para llevar a cabo un objetivo de salud, hace falta un plan razonable.",Combinación poco natural de objetivo con 遂行.,"{""する"": 871, ""ない"": 34, ""健康"": 22, ""必要"": 38, ""無理"": 6, ""目標"": 2, ""計画"": 6, ""遂行"": 1}",自然を守るには、倫理だけでなく、日々の行動も必要です。
N4:2264,descartada,N4,授業のあと、資料を借りた研究室を訪問して質問しました。,"Después de clase, visité el laboratorio donde había pedido prestado material y pregunté.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""あと"": 23, ""する"": 871, ""借りる"": 8, ""授業"": 16, ""研究"": 8, ""訪問"": 1, ""資料"": 49, ""質問"": 12}",借りた本を汚してしまいました。
N4:2265,descartada,N4,皆さん、明日の会議は何時ですか。,"Todos, ¿a qué hora es la reunión de mañana?",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""会議"": 29, ""明日"": 36, ""皆さん"": 2}",今日の集合は何時ですか。
N4:2266,descartada,N4,彼は会議で指揮をとります。,Él dirige la reunión.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""とる"": 3, ""会議"": 29, ""彼"": 64, ""指揮"": 1}",彼は会社で大事な役割を果たします。
N4:2267,aceptada,N2,この商品は大量生産ではありません。,Este producto no es de producción en masa.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ある"": 381, ""この"": 796, ""商品"": 19, ""大量"": 2, ""生産"": 1}",この作品はきれいではありません。
N4:2269,aceptada,N1,神経が過敏です。,Tengo los nervios a flor de piel.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""神経"": 1, ""過敏"": 0}",最近、肩の神経が痛みます。
N4:2270,descartada,N4,この新しい建設プロジェクトは来月始まります。,Este nuevo proyecto de construcción empezará el mes que viene.,Lectura incorrecta de 来月.,"{""この"": 796, ""プロジェクト"": 1, ""始まる"": 13, ""建設"": 1, ""新しい"": 70, ""来月"": 40}",このプロジェクトは私のタイプではありません。
N4:2271,aceptada,N4,駅前の信号は今、青ですか、赤ですか。,¿El semáforo frente a la estación está ahora en verde o en rojo?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""今"": 54, ""信号"": 3, ""赤"": 1, ""青"": 0, ""駅前"": 9}",あの交差点の信号は赤です。
N4:2272,descartada,N4,この地区の祭りに参加して、近所の人たちに挨拶しました。,Participé en el festival de este distrito y saludé a los vecinos.,Lectura incorrecta de 近所.,"{""この"": 796, ""する"": 871, ""人"": 73, ""参加"": 29, ""地区"": 1, ""挨拶"": 1, ""祭り"": 70, ""近所"": 8}",この祭りの仕組みを知りたくて、運営の人に説明をお願いしました。
N4:2273,aceptada,N3,暴力は絶対にだめです。,La violencia es absolutamente inaceptable.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""だめ"": 2, ""暴力"": 1, ""絶対"": 4}",その行為は仕事ではだめです。
N4:2274,descartada,N4,うちでは宗教によって食べ物が違います。,"En casa, la comida cambia según la religión.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""うち"": 37, ""宗教"": 1, ""違う"": 17, ""食べ物"": 2}",この町では、曜日によって出せるごみが違います。
N4:2275,descartada,N4,この料理は集団で食べるのに向いています。,Este plato es adecuado para comerlo en grupo.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""この"": 796, ""向く"": 2, ""料理"": 37, ""集団"": 1, ""食べる"": 129}",この企業で毎日働いています。
N4:2276,descartada,N4,セール前に緊張して、店員にうまく聞けませんでした。,"Antes de las rebajas, me puse nervioso y no pude preguntar bien al dependiente.",Lecturas fuera del orden del texto.,"{""うまい"": 3, ""する"": 871, ""セール"": 10, ""前"": 118, ""店員"": 27, ""緊張"": 2, ""聞ける"": 0}",セールの日に行ったのに、欲しい服がもうありませんでした。
N4:2277,aceptada,N3,価格はいくらですか。,¿Cuál es el precio?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""いくら"": 15, ""価格"": 1}",このかばんはいくらですか。
N4:2278,aceptada,N2,海外旅行のビザを取得しました。,He obtenido el visado para viajar al extranjero.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""する"": 871, ""ビザ"": 0, ""取得"": 1, ""旅行"": 82, ""海外"": 3}",旅行の写真を見ました。
N4:2279,descartada,N4,熱がないので、自宅でゆっくり休んでいます。,"No tengo fiebre, así que estoy descansando tranquilamente en casa.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""ない"": 34, ""ゆっくり"": 16, ""休む"": 19, ""熱"": 14, ""自宅"": 1}",今日はあまり具合がよくないので、家でゆっくり休みます。
N4:2280,aceptada,N3,返事が遅れたので、勉強に集中できませんでした。,"Como la respuesta se retrasó, no pude concentrarme en el estudio.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""できる"": 81, ""勉強"": 111, ""返事"": 1, ""遅れる"": 13, ""集中"": 6}",勉強の最中に電話が鳴ったので、集中できませんでした。
N4:2281,aceptada,N2,私はその案を支持します。,Yo apoyo esa propuesta.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""する"": 871, ""その"": 117, ""支持"": 1, ""案"": 3, ""私"": 124}",私は人の徳を大切にします。
N4:2282,descartada,N4,買い物をしました。その後、喫茶店で休みました。,"Hice unas compras; después de eso, descansé en una cafetería.",Lectura incorrecta de 喫茶店.,"{""する"": 871, ""その後"": 1, ""休む"": 19, ""喫茶店"": 0, ""買い物"": 28}",毎朝病院で買い物をしました
N4:2283,aceptada,N3,休みの日に化学の本を読むことがあるの？,¿Lees a veces libros de química en tu tiempo libre?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ある"": 381, ""休み"": 21, ""化学"": 1, ""本"": 79, ""読む"": 71}",いいえ、休みの日も働くことがあります。
N4:2284,descartada,N4,本日は自然公園の清掃にご協力いただき、ありがとうございます。,"Hoy, gracias por colaborar en la limpieza del parque natural.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""いただく"": 2, ""公園"": 49, ""協力"": 2, ""本日"": 1, ""清掃"": 9, ""自然"": 17}",ご協力ありがとうございます。
N4:2285,descartada,N4,いいえ、具合は悪くないです。,"No, no me encuentro mal.",Lectura incompleta de 具合.,"{""具合"": 1, ""悪い"": 16}",現実は楽しくないです。
N4:2286,descartada,N4,その発表は見事だったので、予定より早く終わりました。,"La presentación fue espléndida, así que terminó antes de lo previsto.",Causalidad poco coherente entre ser espléndida y terminar antes.,"{""その"": 117, ""予定"": 29, ""早い"": 47, ""発表"": 5, ""終わる"": 29, ""見事"": 1}",山道が急だったので、私たちはゆっくり上りました。
N4:2287,descartada,N2,私はその案に同意します。,Estoy de acuerdo con esa propuesta.,"Demasiado próxima a 私はその案を支持します, elegida en esta misma tanda.","{""する"": 871, ""その"": 117, ""同意"": 1, ""案"": 3, ""私"": 124}",私はその案を支持します。
N4:2288,descartada,N4,彼の冗談は少し変だったけど、私は平気で笑えました。,"Su broma fue un poco rara, pero me lo tomé con calma y pude reírme.",Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""冗談"": 1, ""変"": 2, ""少し"": 143, ""平気"": 1, ""彼"": 64, ""私"": 124, ""笑える"": 0}",休日に部屋の配置を少し変えてみました。
N4:2289,aceptada,N4,ここにいろんな味があるの？,¿Hay diferentes sabores aquí?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ある"": 381, ""いろんな"": 1, ""ここ"": 108, ""味"": 5}",なんでここにいんだよ。
N4:2290,descartada,N4,家で昨日撮った画像を家族に見せたよ。,En casa les enseñé la imagen que tomé ayer a mi familia.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""家"": 95, ""家族"": 31, ""撮る"": 44, ""昨日"": 40, ""画像"": 1, ""見せる"": 26}",お祭りで写真を三枚撮って、友だちに見せました。
N4:2291,descartada,N4,それは国内の料理じゃなくて、海外の料理だ。,Eso no es comida nacional; es comida extranjera.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""それ"": 73, ""国内"": 1, ""料理"": 37, ""海外"": 3}",それは公共じゃなくて、民間のものです。
N4:2292,aceptada,N3,値札を見なかったので、値段を誤解して高いほうを買ってしまった。,"Como no vi la etiqueta, entendí mal el precio y acabé comprando la más cara.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""する"": 871, ""値札"": 1, ""値段"": 13, ""見る"": 158, ""誤解"": 1, ""買う"": 121, ""高い"": 43}",デパートで服を見たり、値段を比べたりして、安い靴も買いました。
N4:2293,descartada,N4,駅前は駐車できません。,En la plaza de la estación no se puede aparcar.,Vocabulario central muy repetido o variante de un contexto ya suficientemente representado; escasa aportación adicional.,"{""できる"": 81, ""駅前"": 9, ""駐車"": 1}",電車で行きません。
N4:2294,aceptada,N2,この駅は立派で、旅行気分が高まりました。,Esta estación es espléndida y me entró el espíritu viajero.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""この"": 796, ""旅行"": 82, ""気分"": 5, ""立派"": 1, ""駅"": 97, ""高まる"": 0}",この電車で殺人事件がありましたか。
N4:2295,aceptada,N2,このあざは拡大していますか。,¿Este moratón se está extendiendo?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""あざ"": 0, ""この"": 796, ""する"": 871, ""拡大"": 1}",この町の若者は何をしていますか。
N4:2296,aceptada,N2,研究の行方について、みんなで意見を交換しました。,Intercambiamos opiniones sobre el rumbo de la investigación.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""する"": 871, ""みんな"": 34, ""交換"": 5, ""意見"": 9, ""研究"": 8, ""行方"": 1}",彼との関係について話しました。
N4:2297,aceptada,N3,資格は必要ありません。,No hace falta ninguna cualificación.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""ある"": 381, ""必要"": 38, ""資格"": 1}",処置は必要ありません。
N4:2298,descartada,N4,先週けんかしたけど、今は仲直りした。,"La semana pasada discutimos, pero ahora nos hemos reconciliado.",Lecturas fuera del orden del texto.,"{""けんか"": 0, ""する"": 871, ""今"": 54, ""仲直り"": 0, ""先週"": 1}",彼の冗談は少し変だったけど、私は平気で笑えました。
N4:2299,aceptada,N2,今日、映画の字幕を修正した。,Hoy he corregido los subtítulos de la película.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""する"": 871, ""今日"": 138, ""修正"": 1, ""字幕"": 0, ""映画"": 78}",木曜日公園で映画を見ました
N4:2300,aceptada,N2,この森の周辺では木材産業が昔からさかんで、今も働く人が多い。,"En los alrededores de este bosque, la industria maderera ha sido próspera desde hace tiempo y todavía trabaja mucha gente.",Aporta un uso natural de vocabulario poco representado en el banco.,"{""この"": 796, ""さかん"": 0, ""人"": 73, ""今"": 54, ""働く"": 46, ""周辺"": 1, ""多い"": 24, ""昔"": 22, ""木材"": 1, ""森"": 42, ""産業"": 1}",この町は水が豊かで、昔から農業がさかんですし、祭りも多いです。
N4:2301,aceptada,N3,三日連続ですか？,¿Son tres días seguidos?,Aporta un uso natural de vocabulario poco representado en el banco.,"{""連続"": 1}",三人以下ですか。
N4:2302,aceptada,N2,このゲームでは兵器の種類が多いです。,En este juego hay muchos tipos de armas.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""この"": 796, ""ゲーム"": 41, ""兵器"": 1, ""多い"": 24, ""種類"": 3}",このゲームは世界観の構築が面白いです。
N4:2303,aceptada,N3,彼はその件について一言も言いませんでした。,No dijo ni una palabra sobre ese asunto.,Aporta un uso natural de vocabulario poco representado en el banco.,"{""その"": 117, ""一言"": 1, ""件"": 1, ""彼"": 64, ""言う"": 41}",彼は私の質問を無視して、何も言いませんでした。
