Word_ID,Word,Reading,Meaning_EN,Concept_ID,Concept_Label,Concept_Members,Web_Rank,Web_Percentile,Dialogue_Count,Dialogue_Score,Dialogue_Evidence,Context_Families,Context_Dispersion,Register_Dispersion,Composite_Score,Composite_Rank,Composite_Percentile,Composite_JLPT
V05818,建て,たて,Construction,lexeme.V05818,Construction,建て,5818,58.17,316,49.97,direct,,50.0,34.1,39.5825,2040,21.24,N4
V05819,サイクル,サイクル,cycle,lexeme.V05819,cycle,サイクル,5819,58.18,0,19.78,web_prior,,50.0,21.46,24.1026,6746,70.26,N2
V05820,立ち寄る,たちよる,Stop by,lexeme.V05820,Stop by,立ち寄る,5820,58.19,0,19.78,web_prior,,50.0,21.46,24.1026,6747,70.27,N2
V05821,常,つね,always,lexeme.V05821,always,常,5821,58.2,1102,60.79,direct,,50.0,37.6,44.9731,1202,12.51,N4
V05822,ゲート,ゲート,gate,lexeme.V05822,gate,ゲート,5822,58.21,0,19.77,web_prior,,50.0,21.45,24.0939,6749,70.29,N2
V05823,主権,しゅけん,sovereignty,lexeme.V05823,sovereignty,主権,5823,58.22,22,27.21,direct,,50.0,25.16,27.9947,5248,54.66,N3
V05824,もどる,もどる,Back,lexeme.V05824,Back,もどる,5824,58.23,0,19.77,web_prior,,50.0,21.45,24.0939,6750,70.3,N2
V05825,瞳,ひとみ,pupil,lexeme.V05825,pupil,瞳,5825,58.24,0,19.77,web_prior,,50.0,21.45,24.0939,6751,70.31,N2
V05826,遭う,あう,encounter,lexeme.V05826,encounter,遭う,5826,58.25,0,19.76,web_prior,,50.0,21.44,24.0851,6755,70.35,N2
V05827,開拓,かいたく,reclamation,lexeme.V05827,reclamation,開拓,5827,58.26,70,36.99,direct,,50.0,29.33,33.0178,3693,38.46,N3
V05828,右側,みぎがわ,right side,lexeme.V05828,right side,右側,5828,58.27,0,19.76,web_prior,,50.0,21.44,24.0851,6756,70.36,N2
V05829,メイク,メイク,makeup,lexeme.V05829,makeup,メイク,5829,58.28,0,19.76,web_prior,,50.0,21.44,24.0851,6757,70.38,N2
V05830,原点,げんてん,origin,lexeme.V05830,origin,原点,5830,58.29,25,28.27,direct,,50.0,25.63,28.5383,5068,52.78,N3
V05831,胃,い,stomach,lexeme.V05831,stomach,胃,5831,58.3,0,19.76,web_prior,,50.0,21.43,24.0763,6758,70.39,N2
V05832,粒,つぶ,grain,lexeme.V05832,grain,粒,5832,58.31,0,19.76,web_prior,,50.0,21.43,24.0763,6759,70.4,N2
V05833,夜間,やかん,at night,lexeme.V05833,at night,夜間,5833,58.32,110,40.86,direct,,50.0,30.81,34.9788,3122,32.51,N3
V05834,並み,なみ,Average,form.6a4fd993b077,Average,並み|並,5834,58.33,401,52.03,direct,,50.0,38.57,42.7761,1496,15.57,N4
V05835,ストップ,ストップ,stop,lexeme.V05835,stop,ストップ,5835,58.34,0,19.75,web_prior,,50.0,21.42,24.0675,6761,70.42,N2
V05836,速,はや,Fast,lexeme.V05836,Fast,速,5836,58.35,1148,61.14,direct,Trabajo y carrera|Conocimiento y consultas|Ocio y vida diaria,71.33,37.68,47.264,924,9.61,N5
V05837,年収,ねんしゅう,annual income,lexeme.V05837,annual income,年収,5837,58.36,22,27.21,direct,,50.0,25.13,27.9784,5252,54.7,N3
V05838,等しい,ひとしい,equal,lexeme.V05838,equal,等しい,5838,58.37,0,19.74,web_prior,,50.0,21.41,24.0587,6763,70.44,N2
V05839,偽造,ぎぞう,forgery,lexeme.V05839,forgery,偽造,5839,58.38,178,45.01,direct,,50.0,32.33,37.069,2587,26.94,N4
V05840,出品,しゅっぴん,exhibit,lexeme.V05840,exhibit,出品,5840,58.39,19,25.99,direct,,50.0,24.57,27.3477,5498,57.26,N3
V05841,写る,うつる,be photographed,lexeme.V05841,be photographed,写る,5841,58.4,0,19.73,web_prior,,50.0,21.4,24.0499,6764,70.45,N2
V05842,今年度,こんねんど,This fiscal year,lexeme.V05842,This fiscal year,今年度,5842,58.41,0,19.73,web_prior,Conocimiento y consultas,50.0,21.4,24.0499,6765,70.46,N2
V05843,散る,ちる,Scatter,lexeme.V05843,Scatter,散る,5843,58.42,0,19.73,web_prior,,50.0,21.4,24.0499,6766,70.47,N2
V05844,服装,ふくそう,garments,lexeme.V05844,garments,服装,5844,58.43,0,19.72,web_prior,,50.0,21.39,24.0411,6768,70.49,N2
V05845,いち,いち,one,form.480add379530,one,一|いち,5845,58.44,13988,82.83,direct,Conocimiento y consultas|Familia y amigos|Trabajo y carrera|Ocio y vida diaria|Dinero y proyectos,95.72,76.24,79.3353,8,0.07,N5
V05846,利点,りてん,advantage,lexeme.V05846,advantage,利点,5846,58.45,65,36.35,direct,,50.0,29.03,32.6695,3785,39.42,N3
V05847,アップデート,アップデート,update,lexeme.V05847,update,アップデート,5847,58.46,30,29.8,direct,,50.0,26.28,29.3068,4805,50.04,N3
V05848,繰り広げる,くりひろげる,unfold,lexeme.V05848,unfold,繰り広げる,5848,58.47,0,19.71,web_prior,,50.0,21.38,24.0323,6771,70.52,N2
V05849,短縮,たんしゅく,shortening,lexeme.V05849,shortening,短縮,5849,58.48,0,19.7,web_prior,,50.0,21.37,24.0234,6773,70.54,N2
V05850,貨幣,かへい,money,lexeme.V05850,money,貨幣,5850,58.49,0,19.7,web_prior,,50.0,21.37,24.0234,6774,70.55,N2
V05851,難,なん,difficulty,lexeme.V05851,difficulty,難,5851,58.5,0,19.7,web_prior,Trabajo y carrera|Conocimiento y consultas,50.0,21.37,24.0234,6775,70.56,N2
V05852,中旬,ちゅうじゅん,middle of a month,lexeme.V05852,middle of a month,中旬,5852,58.51,5,15.55,direct,,50.0,18.98,21.7962,7749,80.71,N2
V05853,納める,おさめる,Pay,lexeme.V05853,Pay,納める,5853,58.52,0,19.7,web_prior,,50.0,21.37,24.0234,6776,70.57,N2
V05854,大した,たいした,Great,form.c1747c0882f1,Great,大した|たいした,5854,58.53,616,55.75,direct,,50.0,40.27,44.8526,1222,12.72,N4
V05855,青山,あおやま,lush mountain,lexeme.V05855,lush mountain,青山,5855,58.54,8,19.06,direct,,50.0,21.02,23.685,6927,72.15,N2
V05856,膨らむ,ふくらむ,swell,lexeme.V05856,swell,膨らむ,5856,58.55,0,19.69,web_prior,,50.0,21.36,24.0146,6777,70.58,N2
V05857,産地,さんち,producing area,lexeme.V05857,producing area,産地,5857,58.56,7,18.04,direct,,50.0,20.44,23.1355,7167,74.65,N2
V05858,生える,はえる,grow,lexeme.V05858,grow,生える,5858,58.57,0,19.69,web_prior,,50.0,21.36,24.0146,6778,70.59,N2
V05859,民衆,みんしゅう,people,lexeme.V05859,people,民衆,5859,58.58,206,46.27,direct,,50.0,32.74,37.6821,2440,25.41,N4
V05860,九月,くがつ,September,lexeme.V05860,September,九月,5860,58.59,0,19.69,web_prior,,50.0,21.36,24.0146,6779,70.6,N2
V05861,年寄り,としより,elderly,lexeme.V05861,elderly,年寄り,5861,58.6,247,47.84,direct,,50.0,33.28,38.4657,2265,23.58,N4
V05862,仕上げる,しあげる,Finishing,lexeme.V05862,Finishing,仕上げる,5862,58.61,0,19.68,web_prior,,50.0,21.35,24.0057,6780,70.61,N2
V05863,まっ,まっ,Wait,lexeme.V05863,Wait,まっ,5863,58.62,0,19.68,web_prior,Conocimiento y consultas|Ocio y vida diaria|Trabajo y carrera,67.73,21.35,25.7791,6080,63.32,N2
V05864,矢,や,arrow,lexeme.V05864,arrow,矢,5864,58.63,0,19.68,web_prior,,50.0,21.35,24.0057,6781,70.62,N2
V05865,ビット,ビット,bit,lexeme.V05865,bit,ビット,5865,58.64,0,19.68,web_prior,,50.0,21.35,24.0057,6782,70.64,N2
V05866,厚,あつ,Thickness,lexeme.V05866,Thickness,厚,5866,58.65,0,19.68,web_prior,,50.0,21.35,24.0057,6783,70.65,N2
V05867,偏見,へんけん,prejudice,lexeme.V05867,prejudice,偏見,5867,58.66,0,19.67,web_prior,,50.0,21.34,23.9969,6785,70.67,N2
V05868,ヘン,ヘン,Hen,lexeme.V05868,Hen,ヘン,5868,58.67,0,19.67,web_prior,,50.0,21.34,23.9969,6786,70.68,N2
V05869,教訓,きょうくん,lesson,lexeme.V05869,lesson,教訓,5869,58.68,118,41.47,direct,,50.0,30.97,35.2457,3045,31.71,N3
V05870,坂本,さかもと,Sakamoto,lexeme.V05870,Sakamoto,坂本,5870,58.69,0,19.66,web_prior,,50.0,21.33,23.988,6787,70.69,N2
V05871,視察,しさつ,inspection,lexeme.V05871,inspection,視察,5871,58.7,30,29.8,direct,,50.0,26.25,29.286,4814,50.14,N3
V05872,八月,はちがつ,August,lexeme.V05872,August,八月,5872,58.71,0,19.66,web_prior,,50.0,21.33,23.988,6788,70.7,N2
V05873,主任,しゅにん,person in charge,lexeme.V05873,person in charge,主任,5873,58.72,260,48.28,direct,,50.0,33.42,38.6795,2221,23.12,N4
V05874,リゾート,リゾート,Resort,lexeme.V05874,Resort,リゾート,5874,58.73,0,19.65,web_prior,,50.0,21.31,23.9702,6790,70.72,N2
V05875,響き,ひびき,sound,form.5b2bb86ca345,sound,響き|響,5875,58.74,203,46.14,direct,,50.0,35.39,39.2146,2119,22.06,N4
V05876,悲惨,ひさん,disastrous,lexeme.V05876,disastrous,悲惨,5876,58.75,0,19.65,web_prior,,50.0,21.31,23.9702,6791,70.73,N2
V05877,強いる,しいる,Force,lexeme.V05877,Force,強いる,5877,58.76,0,19.65,web_prior,,50.0,21.31,23.9702,6792,70.74,N2
V05878,ワクワク,ワクワク,excited,lexeme.V05878,excited,ワクワク,5878,58.77,0,19.65,web_prior,,50.0,21.31,23.9702,6793,70.75,N2
V05879,言論,げんろん,speech,lexeme.V05879,speech,言論,5879,58.78,16,24.58,direct,,50.0,23.84,26.5711,5782,60.22,N2
V05880,翼,つばさ,wings,lexeme.V05880,wings,翼,5880,58.79,0,19.65,web_prior,,50.0,21.31,23.9702,6794,70.76,N2
V05881,来月,らいげつ,next month,lexeme.V05881,next month,来月,5881,58.8,97,39.78,direct,Trabajo y carrera|Ocio y vida diaria|Conocimiento y consultas|Dinero y proyectos,84.24,30.32,37.8079,2413,25.12,N4
V05882,主題,しゅだい,subject,lexeme.V05882,subject,主題,5882,58.81,37,31.56,direct,,50.0,27.0,30.1834,4516,47.03,N3
V05883,早急,そうきゅう,urgent,lexeme.V05883,urgent,早急,5883,58.82,98,39.87,direct,,50.0,30.35,34.424,3255,33.9,N3
V05884,対談,たいだん,talk,lexeme.V05884,talk,対談,5884,58.83,13,22.9,direct,,50.0,23.0,25.6843,6116,63.7,N2
V05885,ベルト,ベルト,belt,lexeme.V05885,belt,ベルト,5885,58.84,0,19.64,web_prior,,50.0,21.3,23.9613,6796,70.78,N2
V05886,選定,せんてい,selection,lexeme.V05886,selection,選定,5886,58.85,17,25.08,direct,,50.0,24.07,26.8261,5666,59.01,N3
V05887,中断,ちゅうだん,interruption,lexeme.V05887,interruption,中断,5887,58.86,183,45.25,direct,,50.0,32.33,37.1414,2570,26.76,N4
V05888,ムービー,ムービー,movie,lexeme.V05888,movie,ムービー,5888,58.87,0,19.63,web_prior,,50.0,21.29,23.9524,6799,70.81,N2
V05889,条項,じょうこう,clause,lexeme.V05889,clause,条項,5889,58.88,35,31.09,direct,,50.0,26.79,29.9379,4595,47.85,N3
V05890,添える,そえる,Add,lexeme.V05890,Add,添える,5890,58.89,0,19.63,web_prior,,50.0,21.29,23.9524,6800,70.82,N2
V05891,のぞく,のぞく,Peek,form.3fb64910e319,peek,覗く|のぞく,5891,58.9,0,28.21,web_prior,,50.0,30.59,32.2361,3899,40.6,N3
V05892,保育園,ほいくえん,nursery school,lexeme.V05892,nursery school,保育園,5892,58.91,0,19.63,web_prior,,50.0,21.29,23.9524,6801,70.83,N2
V05893,痩せる,やせる,lose weight,lexeme.V05893,lose weight,痩せる,5893,58.92,0,19.63,web_prior,,50.0,21.29,23.9524,6802,70.84,N2
V05894,福音,ふくいん,good news,lexeme.V05894,good news,福音,5894,58.93,29,29.51,direct,,50.0,26.1,29.1225,4871,50.73,N3
V05895,診察,しんさつ,medical examination,lexeme.V05895,medical examination,診察,5895,58.94,131,42.37,direct,,50.0,31.28,35.6832,2946,30.68,N3
V05896,縛る,しばる,Tie,lexeme.V05896,Tie,縛る,5896,58.95,0,19.63,web_prior,,50.0,21.29,23.9524,6803,70.85,N2
V05897,東アジア,ひがしあじあ,East Asia,lexeme.V05897,East Asia,東アジア,5897,58.96,0,19.62,web_prior,,50.0,21.28,23.9435,6804,70.86,N2
V05898,マジック,マジック,magic,lexeme.V05898,magic,マジック,5898,58.97,0,19.62,web_prior,,50.0,21.28,23.9435,6805,70.88,N2
V05899,正体,しょうたい,natural shape,lexeme.V05899,natural shape,正体,5899,58.98,677,56.56,direct,,50.0,36.12,42.7926,1495,15.56,N4
V05900,原発,げんぱつ,nuclear power plant,lexeme.V05900,nuclear power plant,原発,5900,58.99,9,19.98,direct,,50.0,21.47,24.1311,6731,70.1,N2
V05901,自作,じさく,one's own work,lexeme.V05901,one's own work,自作,5901,59.0,31,30.07,direct,,50.0,26.34,29.403,4771,49.69,N3
V05902,キン,キン,Kin,lexeme.V05902,Kin,キン,5902,59.01,0,19.61,web_prior,,50.0,21.27,23.9346,6809,70.92,N2
V05903,生き残る,いきのこる,survive,lexeme.V05903,survive,生き残る,5903,59.02,0,19.6,web_prior,,50.0,21.26,23.9256,6812,70.95,N2
V05904,テンション,テンション,tension,lexeme.V05904,tension,テンション,5904,59.03,0,19.6,web_prior,,50.0,21.26,23.9256,6813,70.96,N2
V05905,土日,どにち,weekend,lexeme.V05905,weekend,土日,5905,59.04,9,19.98,direct,Ocio y vida diaria,50.0,21.46,24.123,6734,70.14,N2
V05906,デパート,デパート,Department stores,lexeme.V05906,Department stores,デパート,5906,59.05,0,19.59,web_prior,Dinero y proyectos|Ocio y vida diaria|Conocimiento y consultas|Trabajo y carrera,79.98,21.25,26.9143,5637,58.71,N3
V05907,偽装,ぎそう,disguise,lexeme.V05907,disguise,偽装,5907,59.06,0,19.59,web_prior,,50.0,21.25,23.9167,6816,70.99,N2
V05908,ジャケット,ジャケット,jacket,lexeme.V05908,jacket,ジャケット,5908,59.07,0,19.59,web_prior,,50.0,21.25,23.9167,6817,71.0,N2
V05909,富山,とやま,Toyama,lexeme.V05909,Toyama,富山,5909,59.08,1,6.01,direct,,50.0,11.77,16.3864,9543,99.4,N1
V05910,作り方,つくりかた,How to make it,lexeme.V05910,How to make it,作り方,5910,59.09,0,19.59,web_prior,,50.0,21.25,23.9167,6818,71.01,N2
V05911,入会,にゅうかい,admission,lexeme.V05911,admission,入会,5911,59.1,34,30.85,direct,,50.0,26.66,29.7952,4646,48.39,N3
V05912,不能,ふのう,incompetency,lexeme.V05912,incompetency,不能,5912,59.11,387,51.72,direct,,50.0,34.53,40.3672,1894,19.72,N4
V05913,レジ,レジ,cash register,lexeme.V05913,cash register,レジ,5913,59.12,0,19.58,web_prior,Trabajo y carrera,50.0,21.24,23.9077,6819,71.02,N2
V05914,保,ほ,Protection,lexeme.V05914,Protection,保,5914,59.13,405,52.11,direct,Trabajo y carrera,50.0,34.65,40.5594,1860,19.36,N4
V05915,そろう,そろう,Align,form.46caf9c356c7,Align,揃う|そろう,5915,59.14,0,27.94,web_prior,,50.0,30.31,31.9819,3988,41.53,N3
V05916,刻む,きざむ,Engrave,lexeme.V05916,Engrave,刻む,5916,59.15,0,19.58,web_prior,,50.0,21.24,23.9077,6820,71.03,N2
V05917,捧げる,ささげる,devote,lexeme.V05917,devote,捧げる,5917,59.16,0,19.58,web_prior,,50.0,21.24,23.9077,6821,71.04,N2
V05918,葬儀,そうぎ,funeral service,lexeme.V05918,funeral service,葬儀,5918,59.17,0,19.57,web_prior,,50.0,21.23,23.8988,6822,71.05,N2
V05919,起源,きげん,origin,lexeme.V05919,origin,起源,5919,59.18,52,34.45,direct,,50.0,28.16,31.6338,4089,42.58,N3
V05920,攻める,せめる,attack,lexeme.V05920,attack,攻める,5920,59.19,0,19.57,web_prior,,50.0,21.23,23.8988,6823,71.06,N2
V05921,国防,こくぼう,national defence,lexeme.V05921,national defence,国防,5921,59.2,242,47.66,direct,,50.0,33.13,38.3238,2296,23.91,N4
V05922,アカウント,アカウント,account,lexeme.V05922,account,アカウント,5922,59.21,107,40.62,direct,,50.0,30.58,34.7762,3176,33.07,N3
V05923,黄,き,yellow,lexeme.V05923,yellow,黄,5923,59.22,0,19.57,web_prior,,50.0,21.23,23.8988,6824,71.07,N2
V05924,系列,けいれつ,series,lexeme.V05924,series,系列,5924,59.23,38,31.79,direct,,50.0,27.05,30.2697,4485,46.71,N3
V05925,礼拝,れいはい,worship,lexeme.V05925,worship,礼拝,5925,59.24,0,19.57,web_prior,,50.0,21.23,23.8988,6825,71.08,N2
V05926,夢中,むちゅう,daze,lexeme.V05926,daze,夢中,5926,59.25,413,52.28,direct,,50.0,34.7,40.6396,1850,19.26,N4
V05927,持ち出す,もちだす,take out,lexeme.V05927,take out,持ち出す,5927,59.26,0,19.56,web_prior,,50.0,21.22,23.8898,6828,71.11,N2
V05928,エコ,エコ,Eco,lexeme.V05928,Eco,エコ,5928,59.27,0,19.56,web_prior,,50.0,21.22,23.8898,6829,71.12,N2
V05929,クレーム,クレーム,claim,lexeme.V05929,claim,クレーム,5929,59.28,0,19.56,web_prior,,50.0,21.22,23.8898,6830,71.14,N2
V05930,ミッション,ミッション,mission,lexeme.V05930,mission,ミッション,5930,59.29,0,19.56,web_prior,,50.0,21.22,23.8898,6831,71.15,N2
V05931,煮る,にる,simmer,lexeme.V05931,simmer,煮る,5931,59.3,0,19.55,web_prior,,50.0,21.21,23.8808,6835,71.19,N2
V05932,本年,ほんねん,year,lexeme.V05932,year,本年,5932,59.31,1,6.01,direct,,50.0,11.76,16.3716,9544,99.41,N1
V05933,複合,ふくごう,composite,lexeme.V05933,composite,複合,5933,59.32,40,32.22,direct,,50.0,27.22,30.484,4418,46.01,N3
V05934,アイコ,アイコ,Aiko,lexeme.V05934,Aiko,アイコ,5934,59.33,0,19.55,web_prior,,50.0,21.21,23.8808,6836,71.2,N2
V05935,リサーチ,リサーチ,research,lexeme.V05935,research,リサーチ,5935,59.34,0,19.55,web_prior,,50.0,21.21,23.8808,6837,71.21,N2
V05936,気象,きしょう,weather,lexeme.V05936,weather,気象,5936,59.35,44,33.03,direct,,50.0,27.56,30.8984,4291,44.69,N3
V05937,摂取,せっしゅ,intake,lexeme.V05937,intake,摂取,5937,59.36,143,43.12,direct,,50.0,31.49,36.025,2852,29.7,N4
V05938,火災,かさい,conflagration,lexeme.V05938,conflagration,火災,5938,59.37,167,44.46,direct,,50.0,31.97,36.6996,2677,27.88,N4
V05939,近藤,こんどう,Kondo,lexeme.V05939,Kondo,近藤,5939,59.38,103,40.3,direct,,50.0,30.44,34.5972,3221,33.54,N3
V05940,やり取り,やりとり,exchange,lexeme.V05940,exchange,やり取り,5940,59.39,69,36.86,direct,Conocimiento y consultas,50.0,29.11,32.8525,3737,38.92,N3
V05941,オール,オール,Oar,lexeme.V05941,Oar,オール,5941,59.4,0,19.54,web_prior,,50.0,21.2,23.8718,6839,71.23,N2
V05942,被る,こうむる,suffer,lexeme.V05942,suffer,被る,5942,59.41,0,19.54,web_prior,,50.0,21.2,23.8718,6840,71.24,N2
V05943,混む,こむ,crowded,lexeme.V05943,crowded,混む,5943,59.42,0,19.54,web_prior,,50.0,21.2,23.8718,6841,71.25,N2
V05944,裸,はだか,naked,lexeme.V05944,naked,裸,5944,59.43,0,19.54,web_prior,,50.0,21.2,23.8718,6842,71.26,N2
V05945,ごみ,ごみ,garbage,lexeme.V05945,garbage,ごみ,5945,59.44,0,19.54,web_prior,Conocimiento y consultas,50.0,21.2,23.8718,6843,71.27,N2
V05946,和解,わかい,reconciliation,lexeme.V05946,reconciliation,和解,5946,59.45,178,45.01,direct,,50.0,32.17,36.9768,2606,27.14,N4
V05947,トンネル,トンネル,tunnel,lexeme.V05947,tunnel,トンネル,5947,59.46,0,19.54,web_prior,Conocimiento y consultas,50.0,21.2,23.8718,6844,71.28,N2
V05948,そっち,そっち,Over there,lexeme.V05948,Over there,そっち,5948,59.47,0,19.53,web_prior,,50.0,21.19,23.8628,6845,71.29,N2
V05949,二月,にがつ,February,lexeme.V05949,February,二月,5949,59.48,0,19.53,web_prior,,50.0,21.19,23.8628,6846,71.3,N2
V05950,打,だ,Hit,lexeme.V05950,Hit,打,5950,59.49,0,19.53,web_prior,,50.0,21.19,23.8628,6847,71.31,N2
V05951,バッテリー,バッテリー,battery,lexeme.V05951,battery,バッテリー,5951,59.5,0,19.53,web_prior,,50.0,21.19,23.8628,6848,71.32,N2
V05952,ノン,ノン,Non,lexeme.V05952,Non,ノン,5952,59.51,0,19.52,web_prior,,50.0,21.18,23.8538,6849,71.33,N2
V05953,名乗る,なのる,introduce yourself,lexeme.V05953,introduce yourself,名乗る,5953,59.52,0,19.52,web_prior,,50.0,21.18,23.8538,6850,71.34,N2
V05954,恐縮,きょうしゅく,feeling obliged,lexeme.V05954,feeling obliged,恐縮,5954,59.53,0,19.52,web_prior,,50.0,21.18,23.8538,6851,71.35,N2
V05955,そしたら,そしたら,Then,lexeme.V05955,Then,そしたら,5955,59.54,0,19.52,web_prior,,50.0,21.18,23.8538,6852,71.36,N2
V05956,タダ,タダ,Free,lexeme.V05956,Free,タダ,5956,59.55,0,19.52,web_prior,,50.0,21.18,23.8538,6853,71.38,N2
V05957,球団,きゅうだん,baseball team,lexeme.V05957,baseball team,球団,5957,59.56,1,6.01,direct,,50.0,11.75,16.3604,9545,99.42,N1
V05958,おまけに,おまけに,In addition,lexeme.V05958,In addition,おまけに,5958,59.57,0,19.52,web_prior,,50.0,21.18,23.8538,6854,71.39,N2
V05959,合宿,がっしゅく,lodging together,lexeme.V05959,lodging together,合宿,5959,59.58,7,18.04,direct,,50.0,20.36,23.0638,7194,74.93,N2
V05960,飛躍,ひやく,leaping,lexeme.V05960,leaping,飛躍,5960,59.59,0,19.52,web_prior,,50.0,21.18,23.8538,6855,71.4,N2
V05961,真相,しんそう,truth,lexeme.V05961,truth,真相,5961,59.6,0,19.52,web_prior,,50.0,21.17,23.8447,6857,71.42,N2
V05962,黄金,おうごん,gold,lexeme.V05962,gold,黄金,5962,59.61,242,47.66,direct,,50.0,33.08,38.297,2303,23.98,N4
V05963,補正,ほせい,correction,lexeme.V05963,correction,補正,5963,59.62,16,24.58,direct,,50.0,23.76,26.5134,5803,60.44,N2
V05964,ゾーン,ゾーン,zone,lexeme.V05964,zone,ゾーン,5964,59.63,0,19.52,web_prior,,50.0,21.17,23.8447,6858,71.43,N2
V05965,家賃,やちん,rent,lexeme.V05965,rent,家賃,5965,59.64,168,44.51,direct,,50.0,31.96,36.7078,2674,27.84,N4
V05966,居酒屋,いざかや,Izakaya,lexeme.V05966,Izakaya,居酒屋,5966,59.65,18,25.55,direct,,50.0,24.21,27.0128,5608,58.41,N3
V05967,簡易,かんい,simplicity,lexeme.V05967,simplicity,簡易,5967,59.66,0,19.51,web_prior,,50.0,21.16,23.8357,6859,71.44,N2
V05968,同日,どうじつ,the same day,lexeme.V05968,the same day,同日,5968,59.67,12,22.25,direct,,50.0,22.6,25.289,6269,65.29,N2
V05969,ずれる,ずれる,shift,lexeme.V05969,shift,ずれる,5969,59.68,0,19.51,web_prior,,50.0,21.16,23.8357,6860,71.45,N2
V05970,キャスト,キャスト,cast,lexeme.V05970,cast,キャスト,5970,59.69,0,19.51,web_prior,,50.0,21.16,23.8357,6861,71.46,N2
V05971,三郎,さぶろう,Saburo,lexeme.V05971,Saburo,三郎,5971,59.7,6,16.88,direct,,50.0,19.68,22.4347,7471,77.81,N2
V05972,規範,きはん,model,lexeme.V05972,model,規範,5972,59.71,44,33.03,direct,,50.0,27.53,30.877,4302,44.8,N3
V05973,公衆,こうしゅう,the public,lexeme.V05973,the public,公衆,5973,59.72,124,41.89,direct,,50.0,31.01,35.3872,3007,31.31,N3
V05974,脆弱,ぜいじゃく,frail,lexeme.V05974,frail,脆弱,5974,59.73,0,19.51,web_prior,,50.0,21.16,23.8357,6862,71.47,N2
V05975,ことし,ことし,this year,form.91496fffbc50,this year,今年|ことし,5975,59.74,395,51.9,direct,Ocio y vida diaria|Conocimiento y consultas,47.68,51.55,51.2159,575,5.98,N5
V05976,打ち出す,うちだす,Launch,lexeme.V05976,Launch,打ち出す,5976,59.75,0,19.5,web_prior,,50.0,21.15,23.8267,6864,71.49,N2
V05977,ビーチ,ビーチ,Beach,lexeme.V05977,Beach,ビーチ,5977,59.76,0,19.49,web_prior,,50.0,21.14,23.8176,6866,71.51,N2
V05978,主として,しゅとして,mainly,lexeme.V05978,mainly,主として,5978,59.77,0,19.49,web_prior,,50.0,21.14,23.8176,6867,71.52,N2
V05979,逃れる,のがれる,escape,lexeme.V05979,escape,逃れる,5979,59.78,0,19.49,web_prior,,50.0,21.14,23.8176,6868,71.53,N2
V05980,刺す,さす,stab,lexeme.V05980,stab,刺す,5980,59.79,0,19.49,web_prior,,50.0,21.14,23.8176,6869,71.54,N2
V05981,阻止,そし,obstruction,lexeme.V05981,obstruction,阻止,5981,59.8,386,51.7,direct,,50.0,34.43,40.3062,1904,19.82,N4
V05982,ほっと,ほっと,Relief,lexeme.V05982,Relief,ほっと,5982,59.81,0,19.49,web_prior,,50.0,21.14,23.8176,6870,71.55,N2
V05983,持ち主,もちぬし,owner,lexeme.V05983,owner,持ち主,5983,59.82,230,47.22,direct,,50.0,32.9,38.0629,2356,24.53,N4
V05984,町村,ちょうそん,towns and villages,lexeme.V05984,towns and villages,町村,5984,59.83,0,19.49,web_prior,,50.0,21.14,23.8176,6871,71.56,N2
V05985,預ける,あづける,deposit,lexeme.V05985,deposit,預ける,5985,59.84,0,19.49,web_prior,,50.0,21.14,23.8176,6872,71.57,N2
V05986,令,りょう,order,lexeme.V05986,order,令,5986,59.85,141,43.0,direct,,50.0,31.4,35.9372,2880,29.99,N4
V05987,真似,まね,imitating,lexeme.V05987,imitating,真似,5987,59.86,0,19.48,web_prior,,50.0,21.13,23.8085,6873,71.58,N2
V05988,ゆとり,ゆとり,Leisure,lexeme.V05988,Leisure,ゆとり,5988,59.87,0,19.48,web_prior,,50.0,21.13,23.8085,6874,71.59,N2
V05989,アメリカン,アメリカン,American,lexeme.V05989,American,アメリカン,5989,59.88,96,39.69,direct,,50.0,30.16,34.26,3301,34.38,N3
V05990,添付,てんぷ,attachment,lexeme.V05990,attachment,添付,5990,59.89,24,27.93,direct,,50.0,25.3,28.2371,5157,53.71,N3
V05991,花粉,かふん,pollen,lexeme.V05991,pollen,花粉,5991,59.9,0,19.48,web_prior,,50.0,21.13,23.8085,6875,71.6,N2
V05992,塗装,とそう,coating,lexeme.V05992,coating,塗装,5992,59.91,0,19.47,web_prior,,50.0,21.12,23.7995,6878,71.64,N2
V05993,堪能,たんのう,proficient,lexeme.V05993,proficient,堪能,5993,59.92,17,25.08,direct,,50.0,23.97,26.7515,5713,59.5,N3
V05994,晴れ,はれ,sunny,form.b546697b811d,sunny,晴れ|晴,5994,59.93,0,23.93,web_prior,Conocimiento y consultas,50.0,25.96,28.1115,5201,54.17,N3
V05995,子会社,こがいしゃ,subsidiary,lexeme.V05995,subsidiary,子会社,5995,59.94,0,19.47,web_prior,,50.0,21.12,23.7995,6879,71.65,N2
V05996,存続,そんぞく,duration,lexeme.V05996,duration,存続,5996,59.95,77,37.8,direct,,50.0,29.42,33.2954,3595,37.44,N3
V05997,気持ちよい,きもちよい,Feels good,lexeme.V05997,Feels good,気持ちよい,5997,59.96,0,19.47,web_prior,,50.0,21.12,23.7995,6880,71.66,N2
